"","vess","yr","month","tech_1","tech_2","lat","lon","catch"
"40","ID_10",1989,4,0,0,332,582,5.05429323188496
"41","ID_12",2002,5,1,1,357,266,75.5086678765017
"42","ID_19",1998,8,1,0,108,304,19.0334560512957
"43","ID_16",2007,3,1,1,12,168,82.6488273932541
"44","ID_13",1991,8,1,0,236,265,5.17237085377942
"45","ID_17",2001,10,1,0,160,195,167.232268796638
"46","ID_16",1980,4,0,0,37,445,21.2961860858051
"47","ID_11",1988,3,1,0,320,181,25.5802924196729
"48","ID_1",1996,2,0,0,191,304,145.196632685693
"49","ID_10",1988,3,0,0,251,468,61.6760856480893
"50","ID_12",1986,10,0,0,218,533,38.6083312405431
"51","ID_9",1981,3,0,0,194,218,69.0926662386649
"52","ID_9",2008,7,1,1,364,347,8.30822987554057
"53","ID_13",1980,10,0,0,274,142,73.1475783603916
"54","ID_8",1991,1,0,0,236,161,17.0763498134134
"55","ID_2",2008,5,1,0,337,65,39.9954364229842
"56","ID_19",2007,7,1,0,190,311,7.14953649506145
"57","ID_5",1989,8,0,0,245,106,37.3504622286308
"58","ID_10",1999,4,0,0,27,231,107.674492622809
"59","ID_2",1993,2,0,0,100,312,44.9574309662822
"60","ID_16",2007,10,1,1,238,68,9.25061066674232
"61","ID_19",2008,11,1,0,122,219,198.709614016389
"62","ID_5",1992,11,1,0,148,468,6.38249331807317
"63","ID_17",2009,10,1,0,21,168,50.8110348517159
"64","ID_11",1993,3,1,0,156,212,68.8797408264754
"65","ID_1",2004,6,1,0,112,245,22.6072348482277
"66","ID_5",1983,8,0,0,245,8,5.33476732873069
"67","ID_19",1988,6,0,0,120,173,52.7546097115353
"68","ID_20",2008,10,1,0,70,392,4.74894060525236
"69","ID_10",1999,1,0,0,20,133,9.4124245432263
"70","ID_19",2000,9,1,0,290,131,64.6210739560996
"71","ID_10",1985,4,0,0,152,238,61.3133827477888
"72","ID_5",2005,6,1,0,116,181,137.389083700424
"73","ID_1",2006,9,1,1,125,194,355.314066948017
"74","ID_16",1982,4,0,0,288,44,7.22492785106114
"75","ID_11",1994,4,1,0,46,111,54.7021443929141
"76","ID_3",1980,8,0,0,166,207,23.5670904986142
"77","ID_18",1982,4,0,0,165,334,273.878145744972
"78","ID_11",1993,5,1,0,385,554,8.60804924502099
"79","ID_3",1997,3,0,0,7,175,189.663155764333
"80","ID_12",1995,1,0,0,9,209,72.1359657161417
"81","ID_7",1993,11,0,0,25,579,4.02757297038614
"82","ID_17",1996,12,1,0,296,540,9.36022853471595
"83","ID_16",2007,6,1,1,132,195,355.914587064018
"84","ID_19",1997,1,1,0,100,54,55.0760583095143
"85","ID_3",1981,11,0,0,176,396,136.18382854088
"86","ID_20",2001,6,1,0,176,255,82.0104930788391
"87","ID_9",1986,11,1,0,9,284,36.8982693455339
"88","ID_6",1994,3,0,0,57,181,110.386598412279
"89","ID_17",1987,12,1,0,119,295,90.5380821459068
"90","ID_11",2008,12,1,0,38,104,12.4286341616464
"91","ID_8",1983,8,0,0,80,117,47.3395144481187
"92","ID_5",1991,10,1,0,82,342,71.4507606627201
"93","ID_10",1990,6,0,0,281,484,6.2853721079707
"94","ID_10",2007,1,1,1,100,309,9.87490010506855
"95","ID_3",2004,5,1,0,194,23,4.292355033503
"96","ID_12",1990,5,0,0,54,385,7.73531517549397
"97","ID_18",2006,3,1,1,258,24,10.5242914431715
"98","ID_3",1982,4,0,0,77,31,64.7624119712393
"99","ID_2",1985,12,0,0,88,244,31.2136597944245
"100","ID_19",1996,1,1,0,181,279,178.809042790556
"101","ID_15",2009,9,1,1,60,372,10.3039622781012
"102","ID_8",1980,3,0,0,259,313,93.8263449706959
"103","ID_9",1983,10,0,0,202,275,187.412064157275
"104","ID_20",1984,5,0,0,49,330,17.6653376969357
"105","ID_14",2000,10,1,0,365,78,62.4611877912028
"106","ID_6",2008,2,1,1,378,67,150.429582177016
"107","ID_19",1986,9,0,0,121,9,9.75738371793383
"108","ID_1",2003,6,1,0,382,355,14.9676448219371
"109","ID_16",1985,11,0,0,62,398,58.9003398423919
"110","ID_9",1987,3,1,0,100,426,14.2985906823052
"111","ID_4",1992,10,0,0,215,146,48.1068608489992
"112","ID_15",2004,4,1,1,125,201,646.318339540229
"113","ID_10",1984,2,0,0,267,537,45.8873791717185
"114","ID_7",1980,10,0,0,298,450,32.8829456127771
"115","ID_19",2009,4,1,0,362,115,175.884171820241
"116","ID_12",2000,7,1,0,27,570,8.80497375194026
"117","ID_3",2002,6,0,0,182,118,62.5168647555873
"118","ID_2",1981,12,0,0,105,497,432.305402203317
"119","ID_16",1985,6,0,0,72,25,11.6328030664929
"120","ID_18",2004,6,1,1,249,124,99.4069480520923
"121","ID_8",2002,10,1,0,285,218,53.6752388368351
"122","ID_1",1980,5,0,0,293,25,24.1021516612739
"123","ID_15",1998,10,1,1,76,334,18.7846634386938
"124","ID_3",2008,1,1,0,288,83,6.06164783196429
"125","ID_9",2006,7,1,1,334,159,75.1835439064508
"126","ID_20",2004,9,1,0,129,166,206.59694703999
"127","ID_1",1982,10,0,0,149,16,17.7094205891468
"128","ID_12",2004,9,1,1,25,151,44.6880994061408
"129","ID_8",1993,1,0,0,33,524,16.1474615506011
"130","ID_13",2004,9,1,0,153,264,26.9054701805112
"131","ID_11",2003,10,1,0,202,76,22.6913628730639
"132","ID_18",1994,10,1,0,129,240,94.1752652208532
"133","ID_4",2004,4,1,0,212,523,4.4717742198393
"134","ID_15",2002,7,1,1,324,98,81.0165823219479
"135","ID_16",2005,3,1,1,83,213,88.1727621666607
"136","ID_1",1985,9,0,0,202,301,6.27576496794701
"137","ID_10",1987,11,0,0,67,113,31.0962830449674
"138","ID_18",1993,12,1,0,173,379,37.0902020943438
"139","ID_11",1992,8,1,0,200,117,64.9821076653141
"140","ID_14",1984,3,0,0,99,111,137.799462814731
"141","ID_13",1986,8,0,0,292,306,5.72324011826671
"142","ID_19",1989,7,0,0,206,470,11.2830341820903
"143","ID_5",2008,1,1,0,344,163,32.9042140587263
"144","ID_6",2006,7,1,1,280,176,34.5524510788909
"145","ID_17",2005,8,1,0,362,365,6.45338446511897
"146","ID_13",1980,12,0,0,337,409,27.31798921975
"147","ID_10",2001,6,1,0,284,135,62.9959709209343
"148","ID_9",1992,9,1,0,113,295,77.2102738747452
"149","ID_12",1998,4,0,0,277,135,40.1124722923802
"150","ID_4",1992,11,0,0,382,547,11.9218787456764
"151","ID_20",2002,3,1,0,253,86,26.9029239061566
"152","ID_4",2008,12,1,0,381,271,16.2050659978432
"153","ID_15",2006,9,1,1,182,312,8.61421558253725
"154","ID_11",1997,2,1,0,385,122,55.0665426340506
"155","ID_14",1999,6,1,0,189,168,118.582636535398
"156","ID_2",2002,10,1,0,86,203,197.854387154116
"157","ID_1",1996,3,0,0,231,343,124.873167683337
"158","ID_13",2007,11,1,0,132,219,96.89190673524
"159","ID_18",1981,3,0,0,89,313,150.467959311248
"160","ID_6",2007,8,1,1,206,374,6.25926570902177
"161","ID_6",1990,2,0,0,339,343,2.10401039874298
"162","ID_18",1986,5,0,0,336,474,42.8576933844471
"163","ID_10",1991,11,0,0,188,539,3.61607814708629
"164","ID_17",1997,4,1,0,301,553,9.52484966458109
"165","ID_18",1989,1,0,0,71,277,20.7655308493294
"166","ID_4",1987,9,0,0,384,393,5.38232079679421
"167","ID_8",1989,7,0,0,175,52,3.56962931825988
"168","ID_10",1982,9,0,0,104,254,11.1946108225434
"169","ID_2",2004,1,1,0,118,158,447.49230490596
"170","ID_13",1995,12,1,0,188,346,89.1440684091388
"171","ID_20",2007,2,1,0,62,180,84.8169524459192
"172","ID_14",1987,7,0,0,118,539,9.7221331835796
"173","ID_13",2006,6,1,0,365,304,4.26160647903112
"174","ID_6",2007,2,1,1,104,207,286.251387205369
"175","ID_6",1980,5,0,0,109,311,34.0886346995584
"176","ID_5",1981,7,0,0,95,168,50.3778426833885
"177","ID_17",1986,2,1,0,99,363,176.141377190734
"178","ID_1",1993,9,0,0,166,241,41.3980079476286
"179","ID_14",1999,3,1,0,317,243,116.90802241217
"180","ID_10",1998,10,0,0,193,427,17.6356029103603
"181","ID_20",1984,4,0,0,325,10,13.7209283736464
"182","ID_12",1994,1,0,0,84,193,71.7313023912616
"183","ID_6",1992,3,0,0,85,210,55.4552753446072
"184","ID_4",1990,8,0,0,338,32,5.42766204934565
"185","ID_7",1983,10,0,0,370,452,36.7997775643055
"186","ID_7",2002,1,1,1,135,318,41.7626451433753
"187","ID_10",2009,9,1,1,30,198,192.323466571012
"188","ID_12",2005,5,1,1,136,205,252.42363321441
"189","ID_10",1995,6,0,0,134,370,10.9988606754077
"190","ID_17",1999,11,1,0,260,222,60.8885462375424
"191","ID_12",1988,7,0,0,107,462,3.12143100637679
"192","ID_20",1995,7,0,0,25,175,142.474755503095
"193","ID_5",2007,11,1,0,191,173,23.7470945229042
"194","ID_6",2006,3,1,1,360,102,276.987234586026
"195","ID_2",1989,4,0,0,203,429,51.5717288784596
"196","ID_2",2006,8,1,0,325,8,6.0573469147313
"197","ID_9",2008,6,1,1,87,211,61.9963197444902
"198","ID_17",2001,12,1,0,375,157,62.874508525487
"199","ID_10",1988,10,0,0,310,15,5.7505371275065
"200","ID_18",1996,8,1,0,156,113,47.4325703766398
"201","ID_8",1989,4,0,0,297,386,22.3399255067285
"202","ID_20",1984,10,0,0,87,444,81.9975423521111
"203","ID_5",2008,10,1,0,146,206,76.0916181075192
"204","ID_5",1989,2,0,0,191,573,2.08011700803833
"205","ID_18",1989,9,0,0,83,156,34.1651396965984
"206","ID_4",1983,11,0,0,264,360,22.7629574992399
"207","ID_15",2004,6,1,1,184,188,144.922676520301
"208","ID_8",1997,12,1,0,112,198,205.824162071157
"209","ID_2",1991,1,0,0,253,130,52.7366433943992
"210","ID_2",1997,4,0,0,380,70,61.699331370872
"211","ID_7",1983,3,0,0,12,584,9.75587804236947
"212","ID_20",1990,9,0,0,359,251,12.5325115597801
"213","ID_3",1988,1,0,0,163,82,13.0542641723033
"214","ID_9",1994,2,1,0,201,201,23.5119026037266
"215","ID_15",1981,10,0,0,112,228,28.6844837379693
"216","ID_20",2009,1,1,0,182,181,121.892774727594
"217","ID_18",1997,9,1,0,372,272,22.8036502260471
"218","ID_18",2008,8,1,1,386,230,172.655709613747
"219","ID_7",1990,4,0,0,129,211,34.0219787627693
"220","ID_17",1980,11,0,0,132,569,26.5567068615586
"221","ID_14",1998,4,1,0,332,217,64.2518892323289
"222","ID_9",1985,11,1,0,242,443,27.146638055939
"223","ID_2",1980,7,0,0,128,216,27.7956264187999
"224","ID_14",1988,10,0,0,260,226,11.8969844821239
"225","ID_6",2001,4,1,1,166,427,17.994896657938
"226","ID_5",2006,4,1,0,133,163,150.923714672767
"227","ID_7",1988,12,0,0,95,89,62.2504115770389
"228","ID_13",2000,11,1,0,276,484,7.87074748772428
"229","ID_3",1990,5,0,0,325,208,34.6605924449544
"230","ID_16",2005,7,1,1,285,310,19.8174696856398
"231","ID_14",1999,7,1,0,314,127,50.3838725537807
"232","ID_18",1997,8,1,0,289,168,26.33612880201
"233","ID_14",2007,5,1,0,214,82,12.4530156138365
"234","ID_15",1982,5,0,0,40,242,36.0538866116565
"235","ID_19",1998,11,1,0,126,472,20.7155454794589
"236","ID_4",1992,10,0,0,390,174,49.4407175076214
"237","ID_7",1984,5,0,0,39,104,29.9917229517833
"238","ID_2",1991,4,0,0,49,317,34.0581968290011
"239","ID_15",2009,1,1,1,155,145,147.105191050916
"240","ID_3",1981,7,0,0,195,322,114.985937199123
"241","ID_6",1998,2,1,0,325,166,54.8247169946674
"242","ID_1",2004,8,1,0,305,257,19.8108788567793
"243","ID_15",2004,2,1,1,368,194,204.628596877268
"244","ID_1",1980,1,0,0,44,333,340.885570274808
"245","ID_10",2004,10,1,1,206,395,17.441619570865
"246","ID_17",1996,10,1,0,8,226,123.89651941216
"247","ID_3",2006,10,1,0,36,127,24.9967865527538
"248","ID_20",1981,5,0,0,86,434,175.211113424518
"249","ID_20",1998,2,0,0,76,27,24.4444467432653
"250","ID_1",1984,1,0,0,176,141,66.2478182713592
"251","ID_1",1993,1,0,0,90,275,56.0406591733935
"252","ID_20",1981,6,0,0,160,520,112.63846086994
"253","ID_12",1998,11,0,0,104,155,104.494671778902
"254","ID_12",1981,4,0,0,306,210,16.3663159436234
"255","ID_13",2008,5,1,0,55,120,43.0039645260687
"256","ID_15",1995,6,1,0,307,311,30.2159269932851
"257","ID_8",1998,8,1,0,379,456,12.4313418794518
"258","ID_16",1989,10,0,0,84,421,6.32254881157892
"259","ID_11",2006,5,1,0,106,235,61.232400694415
"260","ID_20",1987,1,0,0,313,335,7.85956871663539
"261","ID_18",2008,7,1,1,201,207,52.0659680291505
"262","ID_15",2006,11,1,1,359,232,140.857196591001
"263","ID_2",1999,8,0,0,181,136,57.4432379771955
"264","ID_11",2002,10,1,0,302,499,18.9979681691859
"265","ID_14",1994,2,1,0,356,513,16.0714318827399
"266","ID_2",2004,5,1,0,51,82,36.7222706777352
"267","ID_12",2000,2,1,0,326,134,37.39141280036
"268","ID_2",2008,7,1,0,131,217,123.999367172187
"269","ID_1",1986,11,0,0,269,289,6.45646427210756
"270","ID_10",1996,9,0,0,192,514,5.09315423820772
"271","ID_11",2007,6,1,0,188,576,5.82653811039458
"272","ID_18",1994,6,1,0,145,133,37.2662330800656
"273","ID_19",1988,8,0,0,26,209,125.82354221684
"274","ID_13",1982,1,0,0,27,237,22.1177835969944
"275","ID_1",2004,5,1,0,85,192,135.053066703314
"276","ID_2",1989,4,0,0,75,176,22.7176835764671
"277","ID_4",2006,4,1,0,279,71,15.5645010006563
"278","ID_3",1985,3,0,0,49,555,7.19810603880488
"279","ID_5",1986,10,0,0,241,336,6.15253944678026
"280","ID_15",1987,5,0,0,104,468,3.81858917292364
"281","ID_20",1992,6,0,0,23,47,5.2441367301359
"282","ID_3",2002,12,0,0,369,24,60.5402922735683
"283","ID_1",2008,4,1,1,13,291,8.48398329516017
"284","ID_4",1988,12,0,0,117,103,10.4483839828057
"285","ID_8",2008,4,1,0,240,125,63.7542899491144
"286","ID_11",1997,6,1,0,300,348,32.5713020647964
"287","ID_13",1985,7,0,0,126,311,49.9191631686674
"288","ID_15",1984,3,0,0,47,413,60.839605106395
"289","ID_8",1996,7,1,0,224,304,99.7347905799112
"290","ID_8",1989,1,0,0,276,292,4.85275667852517
"291","ID_5",2001,5,1,0,329,368,11.8026996550589
"292","ID_8",1990,1,0,0,117,310,20.7694729040947
"293","ID_15",1998,8,1,1,263,290,59.6901450976534
"294","ID_10",1991,12,0,0,70,401,4.58902755035631
"295","ID_12",1989,9,0,0,271,403,25.8008743899637
"296","ID_2",1997,8,0,0,190,195,40.2021625765982
"297","ID_2",1992,9,0,0,64,56,12.3578532100184
"298","ID_16",2003,12,1,1,268,554,26.845123231396
"299","ID_11",1981,9,0,0,158,42,28.3137268851166
"300","ID_8",1983,8,0,0,290,445,26.983635898928
"301","ID_13",2006,9,1,0,350,29,13.543144882784
"302","ID_9",1993,1,1,0,197,547,12.0733267077955
"303","ID_7",1991,9,0,0,41,230,28.1150788623324
"304","ID_3",1986,1,0,0,201,581,14.2692721138793
"305","ID_6",2007,10,1,1,20,552,20.5557247157737
"306","ID_2",1997,7,0,0,193,449,6.20605363853038
"307","ID_11",2008,6,1,0,290,158,15.7984308500227
"308","ID_17",2001,1,1,0,203,62,8.15771613200157
"309","ID_12",1992,9,0,0,99,38,20.2297477091034
"310","ID_16",2002,4,1,0,128,229,126.582410301626
"311","ID_4",2009,3,1,0,267,303,7.10899326323655
"312","ID_13",1985,12,0,0,105,140,79.7741949814484
"313","ID_11",1988,9,1,0,25,438,16.6522519667272
"314","ID_3",1996,9,0,0,380,471,11.7586277432059
"315","ID_13",1991,7,1,0,318,225,19.3212689506601
"316","ID_11",1984,10,0,0,147,317,54.4915624098027
"317","ID_1",2008,12,1,1,39,175,184.88306023176
"318","ID_17",1990,3,1,0,74,138,51.4894798188155
"319","ID_15",1987,10,0,0,162,377,21.0603536690731
"320","ID_7",2001,9,1,0,391,227,122.838556217213
"321","ID_1",1994,2,0,0,167,118,23.3234146416237
"322","ID_17",1989,10,1,0,59,418,5.13415205843057
"323","ID_3",2002,3,0,0,90,130,88.4931997003628
"324","ID_9",2001,5,1,1,217,127,337.518978454297
"325","ID_17",1982,4,0,0,358,328,33.6955298515077
"326","ID_17",1986,1,1,0,363,527,6.223150584259
"327","ID_9",2003,4,1,1,184,237,89.4249048393319
"328","ID_10",2003,3,1,1,250,130,179.943512900037
"329","ID_17",1986,9,1,0,314,466,42.7348721881705
"330","ID_2",2000,8,1,0,221,415,11.7358475998512
"331","ID_14",1989,8,0,0,257,347,10.2647883376774
"332","ID_16",1989,9,0,0,382,126,18.8107820683413
"333","ID_1",1991,3,0,0,243,372,135.163243332052
"334","ID_7",2007,10,1,1,243,294,19.0407944564742
"335","ID_19",1993,2,0,0,191,363,60.229104963474
"336","ID_15",1992,9,0,0,298,270,11.3325890729994
"337","ID_19",2001,6,1,0,381,244,98.1720636688103
"338","ID_20",1995,4,0,0,193,305,130.133044558495
"339","ID_17",2003,4,1,0,328,348,9.23789610246712
"340","ID_4",1981,8,0,0,32,422,21.198051376449
"341","ID_18",2002,7,1,1,138,555,22.2018517137612
"342","ID_2",1988,6,0,0,17,292,7.33561893598448
"343","ID_1",1993,9,0,0,137,124,34.7231959774791
"344","ID_17",1993,2,1,0,81,137,110.002999891722
"345","ID_4",1980,7,0,0,139,164,45.8675119963068
"346","ID_1",2003,9,1,0,97,103,95.0788522604405
"347","ID_3",1993,11,0,0,258,393,35.1350738391218
"348","ID_7",1993,7,0,0,14,16,6.6744781868547
"349","ID_7",1991,7,0,0,389,101,50.9843177622472
"350","ID_14",1982,5,0,0,42,561,31.0147739112953
"351","ID_16",2003,6,1,1,124,302,11.5613527101841
"352","ID_5",2003,8,1,0,345,130,68.1865743515592
"353","ID_1",2006,8,1,1,226,68,19.7678805901282
"354","ID_13",1985,6,0,0,203,500,104.105315938091
"355","ID_1",2003,3,1,0,229,137,82.7921328995345
"356","ID_3",1985,8,0,0,159,500,82.5633831626354
"357","ID_13",1986,6,0,0,76,220,52.9657528833753
"358","ID_8",2008,8,1,0,154,150,102.366503064001
"359","ID_10",1981,8,0,0,80,261,25.8487370797168
"360","ID_8",1988,5,0,0,226,265,5.79232214058072
"361","ID_19",1997,11,1,0,349,208,44.1459671966559
"362","ID_5",1983,9,0,0,7,556,5.4448578396238
"363","ID_7",1992,11,0,0,170,346,52.1956875475962
"364","ID_5",1989,5,0,0,223,132,44.3903889181157
"365","ID_19",1993,1,0,0,90,166,67.9053855693126
"366","ID_17",1997,10,1,0,230,589,12.3308573634622
"367","ID_16",1980,8,0,0,23,417,17.10613447951
"368","ID_18",1994,8,1,0,88,95,48.1914041627848
"369","ID_9",1983,1,0,0,333,197,11.8694254443916
"370","ID_18",1985,6,0,0,201,57,5.64394314824474
"371","ID_8",1986,4,0,0,72,127,101.493632890894
"372","ID_12",1982,9,0,0,314,341,58.4575061499185
"373","ID_16",1991,6,0,0,352,377,10.3035948006817
"374","ID_6",2005,6,1,1,192,590,6.34380134064731
"375","ID_12",2004,8,1,1,365,106,155.182654098567
"376","ID_20",1980,11,0,0,81,457,179.249692823151
"377","ID_13",1994,11,1,0,46,354,8.18035178623369
"378","ID_7",2007,5,1,1,292,138,66.4975811813853
"379","ID_7",1993,4,0,0,224,137,88.6898324567916
"380","ID_17",1983,8,0,0,101,468,108.315969984502
"381","ID_10",1983,9,0,0,83,425,111.887251620142
"382","ID_8",2006,5,1,0,83,225,42.723755937087
"383","ID_9",1985,6,1,0,382,285,71.3404972628815
"384","ID_18",1989,4,0,0,58,148,38.8331899009426
"385","ID_18",1993,4,1,0,168,281,41.079095227659
"386","ID_14",1980,2,0,0,374,246,15.7413966912621
"387","ID_19",1991,6,0,0,249,408,76.9712255103496
"388","ID_5",1996,6,1,0,198,269,40.0321637824575
"389","ID_6",2003,2,1,1,67,181,98.9143749095916
"390","ID_7",1991,4,0,0,15,577,5.37413499060987
"391","ID_17",1988,10,1,0,155,323,19.228683775563
"392","ID_14",1983,3,0,0,156,113,41.0265558765968
"393","ID_17",2002,10,1,0,164,196,213.715213134196
"394","ID_3",2007,10,1,0,155,390,5.73937838671108
"395","ID_5",1987,3,0,0,367,490,6.99804051976939
"396","ID_18",1996,11,1,0,56,216,111.12105217365
"397","ID_11",1991,10,1,0,125,116,28.5638937214213
"398","ID_2",1980,2,0,0,320,98,24.081240154373
"399","ID_18",1994,7,1,0,259,307,39.7431189506096
"400","ID_9",1986,6,1,0,340,428,21.250180049913
"401","ID_3",1993,2,0,0,306,360,24.0509387626244
"402","ID_10",1997,3,0,0,226,262,40.3861439219014
"403","ID_3",1990,11,0,0,305,341,4.93123856961002
"404","ID_5",1980,1,0,0,207,259,129.73302071162
"405","ID_17",1981,1,0,0,236,564,64.6036892328443
"406","ID_14",1986,11,0,0,379,566,12.5082722364195
"407","ID_1",2006,2,1,1,130,13,10.5996407587397
"408","ID_7",2001,7,1,0,214,111,138.92074832366
"409","ID_15",1984,7,0,0,344,567,17.1625207105509
"410","ID_11",1998,1,1,0,339,71,52.1707161707335
"411","ID_9",1987,11,1,0,112,329,63.0003714738466
"412","ID_19",1986,4,0,0,265,453,120.497656919058
"413","ID_17",2008,6,1,0,157,209,87.2797525075861
"414","ID_16",1986,5,0,0,207,314,13.601781166084
"415","ID_15",1994,1,1,0,144,306,48.056443616375
"416","ID_11",2008,3,1,0,113,170,154.965749860615
"417","ID_15",2003,5,1,1,110,111,195.144033989899
"418","ID_8",2003,2,1,0,123,13,9.44094083117762
"419","ID_10",1993,2,0,0,14,462,4.10066416245996
"420","ID_16",2007,7,1,1,24,511,8.22271630929481
"421","ID_2",1984,4,0,0,10,281,157.851344207531
"422","ID_9",1988,8,1,0,109,349,53.3425856792868
"423","ID_12",2004,2,1,1,340,116,45.4746473262883
"424","ID_14",1992,8,0,0,355,34,26.7641823078997
"425","ID_6",2006,11,1,1,291,189,33.9189629171477
"426","ID_6",1980,12,0,0,54,184,36.4374984565546
"427","ID_4",2007,3,1,0,289,202,13.9088084029755
"428","ID_15",2002,1,1,1,134,212,400.11454505842
"429","ID_8",1988,6,0,0,338,383,12.6211167638523
"430","ID_5",1986,6,0,0,373,257,65.444070312524
"431","ID_17",1992,1,1,0,211,297,17.6282814744555
"432","ID_16",1984,10,0,0,253,532,16.4210064224213
"433","ID_9",1992,8,1,0,372,366,3.27181877073174
"434","ID_4",2004,4,1,0,189,254,28.2876642104209
"435","ID_18",1993,4,1,0,375,83,201.988807823528
"436","ID_1",2003,8,1,0,206,290,11.6405412267781
"437","ID_18",1994,6,1,0,316,487,15.0270416211055
"438","ID_15",1984,3,0,0,246,161,39.0229522705541
"439","ID_19",1985,7,0,0,124,479,13.2611632413674
"440","ID_4",2007,7,1,0,100,127,59.8845681078565
"441","ID_4",1981,6,0,0,377,580,102.704640339451
"442","ID_13",1985,9,0,0,272,499,14.4447283049584
"443","ID_11",1987,7,1,0,355,506,12.970371928938
"444","ID_5",1996,9,1,0,90,179,140.271647872585
"445","ID_3",2002,10,0,0,344,413,5.64467404469971
"446","ID_13",1983,8,0,0,307,431,34.4830015709166
"447","ID_1",2009,8,1,1,215,401,6.68837714512435
"448","ID_12",1996,3,0,0,388,117,38.2056491202522
"449","ID_8",1994,5,0,0,223,46,8.99727778936881
"450","ID_6",2005,5,1,1,148,292,25.7026289699455
"451","ID_1",1981,7,0,0,35,301,285.635482035612
"452","ID_20",1984,8,0,0,319,268,43.6845325464873
"453","ID_16",1996,6,0,0,160,202,108.167740018096
"454","ID_3",1997,4,0,0,291,519,11.755049638362
"455","ID_16",1993,6,0,0,329,56,8.34549687351235
"456","ID_12",1995,6,0,0,271,289,86.5848833468789
"457","ID_5",1989,12,0,0,37,203,45.299183117544
"458","ID_11",2003,5,1,0,277,550,18.9488128390327
"459","ID_17",2001,9,1,0,292,148,31.7527309478305
"460","ID_14",1985,3,0,0,111,369,105.199620428246
"461","ID_7",2006,3,1,1,139,545,12.2121955742557
"462","ID_16",1994,9,0,0,102,150,78.5692164935675
"463","ID_12",2001,5,1,1,165,255,183.261304730493
"464","ID_9",1990,7,1,0,312,555,4.70116185232093
"465","ID_4",1987,11,0,0,263,288,12.5827532177898
"466","ID_1",2007,4,1,1,71,430,9.69325627913776
"467","ID_7",1982,10,0,0,275,29,15.3600303086584
"468","ID_2",1982,8,0,0,107,464,77.5767134580677
"469","ID_12",2007,7,1,1,264,97,79.8121603499176
"470","ID_1",1993,6,0,0,162,221,22.6651267260245
"471","ID_5",2001,4,1,0,12,535,6.04930460818112
"472","ID_20",1998,5,0,0,360,101,73.3599805499228
"473","ID_16",2007,9,1,1,100,233,67.4221909927277
"474","ID_1",1987,4,0,0,125,424,61.4685136925938
"475","ID_15",2000,9,1,1,26,202,454.672338277975
"476","ID_6",2006,8,1,1,61,239,72.3364423555349
"477","ID_16",2003,1,1,1,69,267,20.7852490600165
"478","ID_1",2003,12,1,0,88,79,145.215223462478
"479","ID_4",1999,10,0,0,145,437,9.50248763347144
"480","ID_15",1995,5,1,0,66,303,57.6776339129992
"481","ID_3",1996,1,0,0,43,394,9.82302898105858
"482","ID_2",2008,7,1,0,345,108,59.71003541479
"483","ID_3",1994,2,0,0,247,101,17.2371187903284
"484","ID_5",2000,11,1,0,203,299,57.5681121204454
