"","vess","yr","month","tech_1","tech_2","lat","lon","catch"
"62","ID_15",1983,3,0,0,223,83,25.7491921088904
"63","ID_2",2002,2,1,0,192,35,15.4028349871111
"64","ID_4",1983,2,0,0,351,176,2.99810564525565
"65","ID_5",2000,9,1,0,344,190,87.841695142786
"66","ID_1",1999,12,0,0,60,180,138.715270612585
"67","ID_11",2008,3,1,1,329,535,0.115577991798071
"68","ID_19",1983,10,0,0,78,303,71.7329377496689
"69","ID_19",1996,3,1,0,130,92,210.262560138546
"70","ID_10",1984,4,0,0,211,588,8.63426225264751
"71","ID_7",1996,3,0,0,113,47,17.6021395457018
"72","ID_14",1980,6,0,0,148,266,64.1726269810211
"73","ID_14",2009,3,1,1,244,401,2.38595276319448
"74","ID_10",1986,5,0,0,29,365,57.3569902464833
"75","ID_15",1992,3,0,0,219,114,38.8747207415048
"76","ID_15",1987,3,0,0,107,235,10.1679807060841
"77","ID_4",2009,1,1,1,104,386,4.57718299121861
"78","ID_16",1998,3,1,1,221,495,2.81907626549284
"79","ID_15",1996,2,0,0,214,142,84.4524447937673
"80","ID_17",1986,10,0,0,205,419,53.7797609372042
"81","ID_2",2006,10,1,1,343,356,2.3676199325844
"82","ID_8",2009,5,1,1,293,132,99.955137260262
"83","ID_20",2006,9,1,1,66,370,12.480771509466
"84","ID_19",2003,4,1,1,358,22,0.476476006739218
"85","ID_7",1988,9,0,0,112,518,44.5487484286356
"86","ID_2",2002,9,1,0,115,119,386.201589988172
"87","ID_17",1983,11,0,0,194,514,79.7044075449791
"88","ID_7",1982,12,0,0,190,145,61.819116059013
"89","ID_11",2005,1,1,1,117,210,140.495853472969
"90","ID_18",2003,10,1,0,312,186,136.949708431661
"91","ID_3",2000,8,1,0,90,159,336.311290355808
"92","ID_1",1990,5,0,0,327,23,0.461069814225597
"93","ID_8",1997,1,1,1,67,237,328.389275432339
"94","ID_9",1981,9,0,0,98,343,166.95455346049
"95","ID_20",1998,10,1,0,363,195,59.0731790222982
"96","ID_5",2009,5,1,1,129,81,72.8240234996563
"97","ID_19",2003,3,1,1,363,180,87.9648976670918
"98","ID_19",1990,11,0,0,79,529,31.1417442713529
"99","ID_17",1998,9,0,0,15,197,131.264265709877
"100","ID_14",1986,3,1,0,208,523,34.0240780678257
"101","ID_9",2000,8,1,0,157,188,164.677560286706
"102","ID_18",1987,10,0,0,92,575,36.1302459322764
"103","ID_12",1995,8,1,0,72,283,164.241421194969
"104","ID_17",1993,7,0,0,294,252,31.0616976348858
"105","ID_20",2001,5,1,0,233,168,117.160855782885
"106","ID_1",1992,6,0,0,310,456,0.408394981823464
"107","ID_1",1980,10,0,0,94,353,159.024211017636
"108","ID_5",2009,1,1,1,104,204,148.525565375167
"109","ID_18",1987,11,0,0,149,571,5.75466192286811
"110","ID_6",2009,7,1,0,175,301,21.0373589866301
"111","ID_11",1982,4,0,0,118,151,18.8779682149573
"112","ID_18",2000,4,1,0,256,172,144.89084211007
"113","ID_9",1997,1,0,0,129,88,89.9891861319992
"114","ID_17",1993,12,0,0,40,218,110.92618426342
"115","ID_1",1985,3,0,0,80,330,91.6247742855034
"116","ID_6",2006,12,1,0,10,360,1.52219268265837
"117","ID_2",1980,3,0,0,11,300,30.0289305438437
"118","ID_3",2009,1,1,1,82,273,146.577786183381
"119","ID_19",2003,11,1,1,310,212,166.37426078434
"120","ID_11",2001,2,1,1,231,191,198.102577399709
"121","ID_1",1993,10,0,0,311,213,58.0611118299048
"122","ID_1",2000,5,0,0,34,277,31.1682592313889
"123","ID_5",1986,5,0,0,292,365,50.6600441629188
"124","ID_16",2009,3,1,1,68,275,153.285232595288
"125","ID_13",1991,11,0,0,132,268,62.4271174947816
"126","ID_13",1996,7,0,0,357,212,18.9515222345544
"127","ID_17",1989,10,0,0,81,381,54.8440581841897
"128","ID_6",1985,5,0,0,96,549,38.586722917467
"129","ID_20",1988,12,0,0,231,341,20.3484604414303
"130","ID_1",1986,4,0,0,241,288,25.3488043153809
"131","ID_8",1991,10,1,0,196,208,41.4343386740979
"132","ID_20",2009,7,1,1,149,239,61.2895112337663
"133","ID_8",1982,11,1,0,382,341,41.579448136521
"134","ID_1",1986,12,0,0,43,465,17.8205198000556
"135","ID_19",1998,10,1,0,300,449,1.93980069224135
"136","ID_9",2006,5,1,1,368,487,0.438629575761068
"137","ID_12",1999,1,1,1,168,205,177.517025739668
"138","ID_2",1992,8,1,0,89,205,99.0262891385168
"139","ID_11",1994,2,1,0,240,191,68.7547339367801
"140","ID_5",1987,1,0,0,335,101,15.1730781029605
"141","ID_12",1998,8,1,0,39,201,143.848513057739
"142","ID_18",1990,6,0,0,368,427,8.14477209343731
"143","ID_11",1998,3,1,1,359,77,39.1363906034192
"144","ID_1",1980,5,0,0,190,140,31.0422936393678
"145","ID_10",1988,10,0,0,101,495,111.25058125887
"146","ID_7",1989,8,0,0,172,294,37.9738754227926
"147","ID_9",1987,3,0,0,184,527,37.286143256714
"148","ID_3",1989,1,1,0,358,377,20.0366780019821
"149","ID_1",2001,9,1,0,140,191,149.852955005445
"150","ID_13",1988,8,0,0,136,461,68.4310828770701
"151","ID_20",1983,2,0,0,235,441,42.1562284985613
"152","ID_17",1984,10,0,0,133,157,79.7571751443628
"153","ID_12",1982,8,0,0,118,84,125.618999967261
"154","ID_20",1991,3,1,0,169,284,130.762886790827
"155","ID_20",1995,5,1,0,376,518,0.0728379324239493
"156","ID_6",1998,12,0,0,221,361,13.2574972581168
"157","ID_9",1987,3,0,0,198,493,22.8941934292525
"158","ID_4",1980,9,0,0,344,126,43.4374136493938
"159","ID_1",1980,7,0,0,126,151,54.10986552926
"160","ID_5",2006,4,1,1,355,210,71.7892617707194
"161","ID_14",1987,8,1,0,93,417,37.4729135891101
"162","ID_8",2000,6,1,1,208,297,149.475465251715
"163","ID_5",1997,8,1,0,214,161,81.3324148747756
"164","ID_14",2000,4,1,1,17,164,126.713333450838
"165","ID_16",1985,11,0,0,233,39,4.1296576929499
"166","ID_8",2003,6,1,1,159,55,61.2623763654356
"167","ID_10",1983,6,0,0,65,425,19.0313296922893
"168","ID_15",2008,4,1,1,302,231,29.6816286265847
"169","ID_16",2007,12,1,1,105,107,109.549100533048
"170","ID_15",2006,5,1,1,63,188,141.423430517456
"171","ID_11",2009,11,1,1,181,200,101.507403953923
"172","ID_16",1988,6,0,0,27,354,32.3762541297976
"173","ID_18",2007,11,1,0,55,15,1.47158751334488
"174","ID_14",1998,8,1,0,287,335,11.8045825690785
"175","ID_18",1992,6,0,0,105,319,70.7444039475869
"176","ID_2",1987,5,1,0,369,372,49.8189838338159
"177","ID_3",1998,12,1,0,335,73,59.5639440591669
"178","ID_7",1998,4,1,0,118,336,19.3408917773597
"179","ID_2",2003,5,1,1,111,202,418.357195713702
"180","ID_15",1994,1,0,0,164,185,81.3879700929741
"181","ID_1",1994,11,0,0,63,171,156.225250149601
"182","ID_15",2001,3,1,0,132,82,38.5383126932031
"183","ID_4",1997,11,0,0,296,24,2.45351507004375
"184","ID_8",2004,7,1,1,167,97,44.9437274384228
"185","ID_9",2007,10,1,1,190,180,134.12665058345
"186","ID_18",2000,5,1,0,261,553,0.151366416004771
"187","ID_8",1981,11,0,0,134,39,48.8267873230416
"188","ID_10",1991,5,0,0,328,366,29.3304966468844
"189","ID_11",2006,10,1,1,307,163,150.639384385765
"190","ID_17",2007,8,1,0,354,61,12.1541380205122
"191","ID_12",1987,1,0,0,340,326,71.8059332819436
"192","ID_7",1988,2,0,0,104,526,32.1035770104349
"193","ID_16",2003,11,1,1,162,201,439.830582621233
"194","ID_15",1984,7,0,0,292,209,23.5264983428727
"195","ID_7",2004,3,1,1,163,454,3.5461841988142
"196","ID_10",1991,5,0,0,275,202,25.1443906626145
"197","ID_14",1991,4,1,0,296,364,33.7571636301668
"198","ID_19",1981,10,0,0,42,501,53.6145389092886
"199","ID_9",1991,1,0,0,219,319,74.0577910501276
"200","ID_6",2000,7,0,0,154,101,119.08162764677
"201","ID_2",1996,4,1,0,61,267,185.088688015292
"202","ID_15",1996,7,0,0,148,286,34.298955114532
"203","ID_10",2008,2,1,1,203,172,148.687508564014
"204","ID_11",2004,11,1,1,153,114,88.9620714613687
"205","ID_18",2006,2,1,0,259,212,53.47591011816
"206","ID_5",2002,2,1,0,116,206,245.948322953497
"207","ID_13",1980,8,0,0,346,363,291.191048165159
"208","ID_15",1983,12,0,0,8,273,33.099859632192
"209","ID_12",1992,8,0,0,51,207,44.4903337446867
"210","ID_10",1994,12,0,0,326,229,94.7180901197161
"211","ID_11",1999,6,1,1,42,332,52.6648430914006
"212","ID_1",2006,12,1,0,11,155,17.8130781879718
"213","ID_9",1985,4,0,0,345,193,1.5194869437319
"214","ID_18",2003,2,1,0,221,517,0.288503459565494
"215","ID_11",1989,7,0,0,196,436,15.6370632580933
"216","ID_15",1986,3,0,0,97,409,28.067288454142
"217","ID_19",1982,12,0,0,331,458,35.7559659054663
"218","ID_5",1988,8,0,0,209,489,29.2451526568453
"219","ID_1",1991,8,0,0,381,371,4.99525285851502
"220","ID_13",2001,3,1,0,117,515,0.558953204467529
"221","ID_14",1987,12,1,0,349,69,24.4577542927443
"222","ID_6",1997,2,0,0,284,98,60.7874314292174
"223","ID_5",1980,12,0,0,370,217,1.55744812013587
"224","ID_4",2005,11,1,1,75,189,482.145847824924
"225","ID_9",1993,6,0,0,247,50,4.17650143825694
"226","ID_8",1982,7,1,0,363,390,122.522644156727
"227","ID_8",2001,3,1,1,153,273,169.388562273844
"228","ID_8",1984,6,1,0,20,202,40.0514626072716
"229","ID_9",1998,1,1,0,193,308,49.5244212621757
"230","ID_12",2003,6,1,1,57,181,250.43178898804
"231","ID_17",1984,10,0,0,347,103,21.5203647216237
"232","ID_12",2008,2,1,1,119,52,20.8033623547688
"233","ID_5",2006,9,1,1,89,266,165.328085610356
"234","ID_15",1980,2,0,0,81,18,6.99766525500751
"235","ID_16",1993,12,0,0,107,256,22.2309452979017
"236","ID_9",1982,11,0,0,281,183,38.8019510656087
"237","ID_12",1981,11,0,0,122,337,103.46481057573
"238","ID_20",2007,3,1,1,182,278,54.5900333328385
"239","ID_18",2009,1,1,0,369,235,2.67381397105543
"240","ID_3",1982,8,0,0,188,211,37.1182528331642
"241","ID_10",1980,4,0,0,370,356,189.552152370003
"242","ID_2",1981,5,0,0,370,353,115.041610790302
"243","ID_16",1993,7,0,0,251,56,8.66335132544119
"244","ID_15",1981,12,0,0,193,26,13.2498727469901
"245","ID_5",1987,1,0,0,357,329,128.690826045179
"246","ID_9",1994,4,0,0,226,171,118.464841498172
"247","ID_20",1985,12,0,0,63,395,79.3511164459816
"248","ID_4",1993,8,0,0,226,253,32.7699460752606
"249","ID_9",1985,1,0,0,261,534,13.4085703578753
"250","ID_17",2003,11,1,0,108,246,73.8166979469071
"251","ID_17",1998,4,0,0,31,188,205.893056382267
"252","ID_8",2009,8,1,1,76,155,105.934109174783
"253","ID_11",1985,2,0,0,27,248,49.6834610630637
"254","ID_10",2003,11,1,1,316,151,552.74940489233
"255","ID_10",1989,6,0,0,32,245,37.241524284086
"256","ID_8",1994,8,1,1,172,179,113.803045381502
"257","ID_7",1988,3,0,0,276,108,23.4854534766522
"258","ID_18",1980,2,0,0,302,346,126.816394404915
"259","ID_1",1987,3,0,0,184,415,16.4836039823889
"260","ID_4",1982,9,0,0,58,346,438.748291497181
"261","ID_18",1986,12,0,0,310,120,35.6064881241588
"262","ID_17",1997,3,0,0,392,196,14.8557493096754
"263","ID_10",1997,6,1,0,171,163,202.508131316965
"264","ID_11",2008,9,1,1,349,147,38.5282800523058
"265","ID_15",1997,10,0,0,301,178,258.778878078192
"266","ID_3",1999,11,1,0,102,240,303.707870479704
"267","ID_13",1980,7,0,0,321,190,11.5617201998311
"268","ID_11",2001,4,1,1,30,169,379.604060745483
"269","ID_2",1993,3,1,0,96,271,18.6811653184883
"270","ID_8",1999,7,1,1,23,184,259.069952320201
"271","ID_4",1980,8,0,0,235,206,87.8476665480452
"272","ID_2",1989,3,1,0,207,526,12.7628100130125
"273","ID_10",1999,12,1,0,133,258,156.692978773406
"274","ID_20",1984,5,0,0,39,461,11.5250304244374
"275","ID_10",2000,2,1,0,356,90,22.469661461651
"276","ID_14",2007,9,1,1,70,199,323.435045834374
"277","ID_5",1981,11,0,0,385,432,34.8568146453619
"278","ID_4",1986,7,0,0,315,305,97.3689137594385
"279","ID_3",1983,10,0,0,136,350,174.96743010715
"280","ID_4",1989,5,0,0,392,95,1.40235257270146
"281","ID_15",1990,2,0,0,148,358,14.1431398363915
"282","ID_15",1988,1,0,0,51,133,9.13061638673498
"283","ID_1",2001,4,1,0,137,169,133.646099598379
"284","ID_8",2008,10,1,1,233,196,248.782977270833
"285","ID_5",2009,6,1,1,146,332,27.8636469021017
"286","ID_1",1995,4,0,0,293,212,127.367665801325
"287","ID_19",1993,9,0,0,251,146,64.9922320765877
"288","ID_1",1998,7,0,0,191,154,96.7187484686709
"289","ID_15",1989,4,0,0,62,201,44.4178922314992
"290","ID_5",1981,9,0,0,143,295,180.636794569974
"291","ID_20",1993,11,1,0,59,222,76.5578012740178
"292","ID_2",1983,11,0,0,117,330,95.9845408027699
"293","ID_13",2005,3,1,0,167,208,58.4015305065487
"294","ID_20",1997,5,1,0,120,221,124.545290100966
"295","ID_20",1983,2,0,0,312,531,1.16537168708174
"296","ID_5",1984,7,0,0,289,300,176.645043167806
"297","ID_3",2008,9,1,1,303,339,3.75869423803317
"298","ID_2",2009,8,1,1,369,184,37.5846939024519
"299","ID_15",1992,1,0,0,97,93,50.5376788648171
"300","ID_16",1980,4,0,0,234,436,57.60348079024
"301","ID_10",1984,3,0,0,278,464,7.60637902584476
"302","ID_11",1983,6,0,0,26,320,25.3332070941544
"303","ID_2",1996,12,1,0,313,85,84.9758561716265
"304","ID_2",1999,3,1,0,229,139,68.3980049357009
"305","ID_6",1990,8,0,0,161,196,4.92226768254205
"306","ID_12",1980,3,0,0,174,324,547.578252449425
"307","ID_19",2004,12,1,1,245,143,328.47972979464
"308","ID_13",1988,1,0,0,130,43,12.9272843358113
"309","ID_18",1991,11,0,0,179,160,6.8576700262527
"310","ID_17",1994,3,0,0,53,529,0.115551570151615
"311","ID_18",1997,12,0,0,309,96,77.4637226203214
"312","ID_2",2001,10,1,0,205,480,1.90709342777897
"313","ID_12",2000,2,1,1,168,46,28.414961759907
"314","ID_4",1999,4,1,0,289,233,180.193549103378
"315","ID_7",2001,1,1,1,22,196,178.093303546689
"316","ID_2",1997,8,1,0,260,173,209.318105187323
"317","ID_4",1991,12,0,0,91,147,39.9982858535479
"318","ID_20",1987,7,0,0,342,345,64.5012438968672
"319","ID_17",1996,6,0,0,80,132,90.5754194080578
"320","ID_16",2003,8,1,1,217,60,35.3613998950693
"321","ID_16",1994,7,0,0,93,278,95.9713817012908
"322","ID_16",2008,12,1,1,290,171,372.736816168063
"323","ID_13",1987,9,0,0,88,365,54.9626872271738
"324","ID_4",2004,10,1,0,385,433,0.459830450063582
"325","ID_8",1985,3,1,0,349,281,18.6292928184063
"326","ID_5",1994,6,0,0,204,162,89.2225426172246
"327","ID_20",2008,12,1,1,238,235,34.8029802647379
"328","ID_18",1982,7,0,0,21,142,9.7434543394396
"329","ID_2",1993,12,1,0,183,185,173.718993470432
"330","ID_8",1997,4,1,1,84,418,3.80755764767013
"331","ID_2",2003,7,1,1,280,188,178.120848832172
"332","ID_13",1997,12,1,0,181,435,4.18372764955536
"333","ID_4",2001,10,1,0,72,29,7.51802247697923
"334","ID_19",2005,7,1,1,317,78,50.9853314967136
"335","ID_20",2008,8,1,1,226,154,50.0664627717626
"336","ID_6",1980,4,0,0,10,468,8.07713251281555
"337","ID_13",1998,8,1,0,23,228,93.377195117947
"338","ID_1",1984,11,0,0,84,281,50.9675654877645
"339","ID_3",1996,11,1,0,119,134,118.385024632471
"340","ID_20",1983,5,0,0,361,567,0.049053677638115
"341","ID_8",1999,8,1,1,335,232,71.8023815142321
"342","ID_17",1980,9,0,0,232,579,16.4191171761796
"343","ID_11",1987,12,0,0,127,470,20.5016705019453
"344","ID_9",1983,10,0,0,305,394,61.235182114327
"345","ID_7",1981,2,0,0,35,160,13.8978963003916
"346","ID_18",1984,12,0,0,84,7,3.43469636541605
"347","ID_6",1993,9,0,0,71,122,43.458918880946
"348","ID_5",2006,11,1,1,171,187,276.711584157677
"349","ID_11",1995,10,1,0,75,158,250.20393789809
"350","ID_10",1987,8,0,0,49,331,116.545382817989
"351","ID_4",1986,9,0,0,37,57,1.45253663848932
"352","ID_2",2003,8,1,1,35,165,242.381106081374
"353","ID_1",2004,5,1,0,24,320,5.44582597077968
"354","ID_5",1981,11,0,0,237,182,85.8245287364895
"355","ID_17",1995,7,0,0,154,250,67.3288445151819
"356","ID_16",2007,9,1,1,279,434,2.21450866062729
"357","ID_19",1997,6,1,0,90,67,57.6385880860565
"358","ID_11",1997,4,1,1,296,132,331.733811454077
"359","ID_3",1993,8,1,0,179,311,28.7571465032859
"360","ID_11",2007,12,1,1,178,99,29.5789308194589
"361","ID_6",1991,4,0,0,144,427,27.7040576555247
"362","ID_12",1983,6,0,0,239,209,40.6596257076708
"363","ID_14",1998,9,1,0,370,534,0.108171090427766
"364","ID_16",1984,6,0,0,20,284,38.9597643559007
"365","ID_4",2008,6,1,1,124,207,230.231294951164
"366","ID_11",1993,4,1,0,96,482,2.05730491085506
"367","ID_9",1996,8,0,0,62,450,0.846674090889126
"368","ID_17",1980,6,0,0,275,93,74.1718662836864
"369","ID_20",1999,3,1,0,23,163,135.689734589021
"370","ID_9",1992,5,0,0,173,216,64.0345132735279
"371","ID_15",1999,7,1,0,321,86,81.3414403214676
"372","ID_10",1986,2,0,0,241,450,14.1586102199273
"373","ID_16",1987,3,0,0,114,318,78.7194246171898
"374","ID_5",1981,6,0,0,352,515,3.27513409605429
"375","ID_13",1980,6,0,0,239,161,152.968802184168
"376","ID_6",2009,10,1,0,375,62,1.04719001906547
"377","ID_19",2009,8,1,1,328,152,75.3963505188454
"378","ID_19",2008,11,1,1,269,370,11.0893878696123
"379","ID_8",1987,8,1,0,84,133,18.076923208094
"380","ID_6",1990,1,0,0,196,257,10.4487131711399
"381","ID_18",1989,7,0,0,223,593,1.59418616631029
"382","ID_7",1997,4,0,0,36,219,42.0255638710312
"383","ID_15",2002,4,1,0,187,270,122.990263873449
"384","ID_10",1994,2,0,0,293,68,60.1443158036214
"385","ID_8",2004,2,1,1,320,146,203.311830577392
"386","ID_17",1997,10,0,0,258,320,12.2574879074158
"387","ID_16",2002,4,1,1,127,228,181.522596997911
"388","ID_13",2002,12,1,0,344,380,1.96821912125852
"389","ID_2",1991,6,1,0,231,238,145.610650034858
"390","ID_19",2008,8,1,1,340,175,97.0083315612484
"391","ID_8",1983,1,1,0,262,138,23.134578389429
"392","ID_8",1997,11,1,1,103,151,334.346264194716
"393","ID_12",2008,1,1,1,132,163,96.9518991867473
"394","ID_14",1981,2,0,0,15,157,11.8345120583666
"395","ID_16",1988,10,0,0,164,331,61.5600543434372
"396","ID_19",2002,1,1,1,102,130,326.487318532144
"397","ID_8",1981,8,0,0,234,251,37.271982090721
"398","ID_20",1992,8,1,0,101,388,79.9550765828157
"399","ID_2",1993,11,1,0,93,320,131.495243617214
"400","ID_12",1984,3,0,0,388,142,0.473808271002258
"401","ID_2",1992,1,1,0,103,456,43.057928880179
"402","ID_14",2007,6,1,1,117,270,64.6658532565514
"403","ID_2",1996,11,1,0,125,116,173.789210400657
"404","ID_16",1980,3,0,0,364,459,49.4188559036934
"405","ID_6",1986,9,0,0,83,365,156.262221251154
"406","ID_11",2004,2,1,1,66,198,240.922888418208
"407","ID_10",1983,12,0,0,316,392,75.924805362342
"408","ID_14",1993,6,1,0,149,353,19.6018174988693
"409","ID_11",1983,2,0,0,304,482,3.25197644560386
"410","ID_14",2002,1,1,1,70,146,296.039765723431
"411","ID_2",1989,1,1,0,95,416,22.1155147277066
"412","ID_16",2005,5,1,1,117,112,175.294402198442
"413","ID_15",1990,10,0,0,278,87,24.5441470453033
"414","ID_14",1994,2,1,0,199,175,114.574403054149
"415","ID_4",2008,8,1,1,29,186,154.831525571879
"416","ID_17",1980,5,0,0,252,539,19.9370504478458
"417","ID_11",2000,9,1,1,337,190,147.425749547718
"418","ID_11",1986,8,0,0,342,288,33.654188042787
"419","ID_12",2009,8,1,1,299,175,149.14994770103
"420","ID_19",2005,2,1,1,78,148,323.875676721809
"421","ID_10",1986,1,0,0,126,501,114.773930364867
"422","ID_2",1988,5,1,0,387,27,0.0957735617688268
"423","ID_18",1984,2,0,0,95,158,21.6197021264199
"424","ID_6",1987,10,0,0,44,230,246.738966296754
"425","ID_9",1995,4,0,0,260,146,192.491441978279
"426","ID_3",2001,6,1,0,272,304,9.8409094379086
"427","ID_15",2007,6,1,1,278,404,2.27528672537779
"428","ID_7",1995,9,0,0,70,224,214.212056473389
"429","ID_5",2007,12,1,1,114,66,69.9296520504097
"430","ID_1",2007,1,1,0,111,293,40.6899478292844
"431","ID_3",1984,4,0,0,83,219,43.6795066041775
"432","ID_8",1981,12,0,0,160,332,246.707545817422
"433","ID_10",1994,11,0,0,137,563,0.0962715132762062
"434","ID_8",1997,5,1,1,353,56,14.2828582636148
"435","ID_5",2001,2,1,0,172,264,81.7498419934031
"436","ID_3",1994,3,1,0,61,322,108.479927137753
"437","ID_7",1982,4,0,0,316,108,71.7730232681738
"438","ID_11",2003,10,1,1,23,478,1.25839571518552
"439","ID_2",1992,10,1,0,91,367,64.581188870005
"440","ID_4",1999,3,1,0,8,160,168.346704004303
"441","ID_4",2006,11,1,1,303,223,98.436198367465
"442","ID_12",1981,9,0,0,276,260,31.3410117075281
"443","ID_4",1993,7,0,0,253,220,58.171513006523
"444","ID_3",1999,7,1,0,300,20,0.69403127999729
"445","ID_4",1993,5,0,0,23,370,20.0750459435169
"446","ID_7",1982,5,0,0,299,248,27.6453077071406
"447","ID_7",1986,1,0,0,292,228,4.50855637804108
"448","ID_8",1998,10,1,1,94,188,363.174521512086
"449","ID_5",1999,8,1,0,261,135,114.055607130305
"450","ID_17",1994,11,0,0,257,123,43.1673768410996
"451","ID_13",2002,11,1,0,144,284,42.8538048581043
"452","ID_10",2003,3,1,1,154,98,93.5143177525056
"453","ID_5",2002,4,1,0,299,374,6.64141922732284
"454","ID_5",2004,9,1,0,131,309,37.7017669506749
"455","ID_5",1992,9,0,0,286,227,107.867172538767
"456","ID_8",1982,9,1,0,376,266,4.21538406339919
"457","ID_7",2009,6,1,1,184,222,20.0776888871612
"458","ID_5",2004,2,1,0,147,129,106.896860433596
"459","ID_6",1994,10,0,0,290,91,162.970137874965
"460","ID_2",1991,11,1,0,33,305,128.604683105699
"461","ID_4",1990,9,0,0,292,340,28.8374918277861
"462","ID_20",2000,1,1,0,56,542,0.158483513769598
"463","ID_20",1995,6,1,0,187,270,40.2381792446906
"464","ID_4",1980,9,0,0,323,314,82.0652974607644
"465","ID_20",1997,6,1,0,70,175,177.943974935351
"466","ID_18",1980,3,0,0,259,270,41.1831078996846
"467","ID_19",1985,7,0,0,73,23,7.66257623356894
"468","ID_10",1990,2,0,0,366,79,5.82330906915316
"469","ID_11",2003,5,1,1,126,303,118.699689263127
"470","ID_10",1994,11,0,0,76,136,174.062577951038
"471","ID_15",1997,8,0,0,327,547,0.105343816527072
"472","ID_7",1999,11,1,0,309,88,201.963970916388
"473","ID_18",1989,3,0,0,225,290,15.2026214895664
"474","ID_4",2006,12,1,1,182,277,99.6278767559723
"475","ID_19",1980,6,0,0,383,529,0.43484658993302
"476","ID_4",1991,8,0,0,313,81,84.9681115208312
"477","ID_13",2008,9,1,0,247,106,14.960241563835
"478","ID_9",1990,3,0,0,232,539,9.3661231353348
"479","ID_18",1997,3,0,0,157,121,112.92815421228
"480","ID_6",1988,5,0,0,44,355,83.3847306110265
"481","ID_6",1997,10,0,0,387,188,33.5953134995931
"482","ID_4",1995,6,0,0,124,162,73.2266117785714
"483","ID_15",1996,5,0,0,140,275,53.9141766982349
"484","ID_14",2007,10,1,1,268,197,161.836428081367
"485","ID_8",1989,5,1,0,350,437,20.2907665204922
"486","ID_3",2000,9,1,0,221,218,47.2063913219632
